region,year,species,population
SNNPR,2014,Total Holding,3610903
SNNPR,2015,Total Holding,3467676
SNNPR,2016,Total Holding,3642887
SNNPR,2017,Total Holding,3927762
SNNPR,2018,Total Holding,3431207
SNNPR,2019,Total Holding,3967785
SNNPR,2020,Total Holding,2916669
Somali,2003,Total Holding,0
Somali,2004,Total Holding,105176
Somali,2005,Total Holding,107319
Somali,2006,Total Holding,119946
Somali,2007,Total Holding,147069
Somali,2008,Total Holding,146700
Somali,2009,Total Holding,153119
Somali,2010,Total Holding,130042
Somali,2011,Total Holding,120639
Somali,2012,Total Holding,146132
Somali,2013,Total Holding,166978
Somali,2014,Total Holding,148699
Somali,2015,Total Holding,117650
Somali,2016,Total Holding,146588
Somali,2017,Total Holding,187634
Somali,2018,Total Holding,187755
Somali,2019,Total Holding,577319
Somali,2020,Total Holding,641236
Tigray,2003,Total Holding,0
Tigray,2004,Total Holding,710470
Tigray,2005,Total Holding,689556
Tigray,2006,Total Holding,762613
Tigray,2007,Total Holding,831175
Tigray,2008,Total Holding,831210
Tigray,2009,Total Holding,906354
Tigray,2010,Total Holding,998942
Tigray,2011,Total Holding,976629
Tigray,2012,Total Holding,1068015
Tigray,2013,Total Holding,1134362
Tigray,2014,Total Holding,1239461
Tigray,2015,Total Holding,1236271
Tigray,2016,Total Holding,1327444
Tigray,2017,Total Holding,1512721
Tigray,2018,Total Holding,1479377
Tigray,2019,Total Holding,1480125
Tigray,2020,Total Holding,1479536
Addis Ababa,2003,No Cattle Holdings,0
Addis Ababa,2004,No Cattle Holdings,1402
Addis Ababa,2005,No Cattle Holdings,2211
Addis Ababa,2006,No Cattle Holdings,2245
Addis Ababa,2007,No Cattle Holdings,0
Addis Ababa,2008,No Cattle Holdings,0
Addis Ababa,2009,No Cattle Holdings,0
Addis Ababa,2010,No Cattle Holdings,0
Addis Ababa,2011,No Cattle Holdings,0
Addis Ababa,2012,No Cattle Holdings,0
Addis Ababa,2013,No Cattle Holdings,0
Addis Ababa,2014,No Cattle Holdings,0
Addis Ababa,2015,No Cattle Holdings,0
Addis Ababa,2016,No Cattle Holdings,0
Addis Ababa,2017,No Cattle Holdings,0
Addis Ababa,2018,No Cattle Holdings,0
Addis Ababa,2019,No Cattle Holdings,0
Addis Ababa,2020,No Cattle Holdings,0
Afar,2003,No Cattle Holdings,0
Afar,2004,No Cattle Holdings,5237
Afar,2005,No Cattle Holdings,6372
Afar,2006,No Cattle Holdings,6300
Afar,2007,No Cattle Holdings,10456
Afar,2008,No Cattle Holdings,11287
Afar,2009,No Cattle Holdings,14030
Afar,2010,No Cattle Holdings,26301
Afar,2011,No Cattle Holdings,28497
Afar,2012,No Cattle Holdings,35601
Afar,2013,No Cattle Holdings,79181
Afar,2014,No Cattle Holdings,87705
Afar,2015,No Cattle Holdings,76376
Afar,2016,No Cattle Holdings,93612
Afar,2017,No Cattle Holdings,49143
Afar,2018,No Cattle Holdings,208004
Afar,2019,No Cattle Holdings,202608
Afar,2020,No Cattle Holdings,176564
Amhara,2003,No Cattle Holdings,0
Amhara,2004,No Cattle Holdings,589204
Amhara,2005,No Cattle Holdings,519822
Amhara,2006,No Cattle Holdings,670016
Amhara,2007,No Cattle Holdings,620185
Amhara,2008,No Cattle Holdings,736641
Amhara,2009,No Cattle Holdings,753048
Amhara,2010,No Cattle Holdings,797759
Amhara,2011,No Cattle Holdings,862269
Amhara,2012,No Cattle Holdings,907520
Amhara,2013,No Cattle Holdings,914619
Amhara,2014,No Cattle Holdings,1003187
Amhara,2015,No Cattle Holdings,1029624
Amhara,2016,No Cattle Holdings,1125773
Amhara,2017,No Cattle Holdings,1218998
Amhara,2018,No Cattle Holdings,924933
Amhara,2019,No Cattle Holdings,973605
Amhara,2020,No Cattle Holdings,1048316
Benishangul Gumz,2003,No Cattle Holdings,0
Benishangul Gumz,2004,No Cattle Holdings,79916
Benishangul Gumz,2005,No Cattle Holdings,78891
Benishangul Gumz,2006,No Cattle Holdings,94416
Benishangul Gumz,2007,No Cattle Holdings,68864
Benishangul Gumz,2008,No Cattle Holdings,73211
Benishangul Gumz,2009,No Cattle Holdings,77627
Benishangul Gumz,2010,No Cattle Holdings,109614
Benishangul Gumz,2011,No Cattle Holdings,116075
Benishangul Gumz,2012,No Cattle Holdings,122401
Benishangul Gumz,2013,No Cattle Holdings,111707
Benishangul Gumz,2014,No Cattle Holdings,127592
Benishangul Gumz,2015,No Cattle Holdings,129764
Benishangul Gumz,2016,No Cattle Holdings,127292
Benishangul Gumz,2017,No Cattle Holdings,186311
Benishangul Gumz,2018,No Cattle Holdings,154124
Benishangul Gumz,2019,No Cattle Holdings,118167
Benishangul Gumz,2020,No Cattle Holdings,118421
Dire Dawa,2003,No Cattle Holdings,0
Dire Dawa,2004,No Cattle Holdings,3181
Dire Dawa,2005,No Cattle Holdings,4185
Dire Dawa,2006,No Cattle Holdings,4301
Dire Dawa,2007,No Cattle Holdings,3880
Dire Dawa,2008,No Cattle Holdings,5180
Dire Dawa,2009,No Cattle Holdings,5650
Dire Dawa,2010,No Cattle Holdings,5953
Dire Dawa,2011,No Cattle Holdings,4978
Dire Dawa,2012,No Cattle Holdings,7708
Dire Dawa,2013,No Cattle Holdings,7975
Dire Dawa,2014,No Cattle Holdings,8822
Dire Dawa,2015,No Cattle Holdings,8674
Dire Dawa,2016,No Cattle Holdings,6584
Dire Dawa,2017,No Cattle Holdings,12160
Dire Dawa,2018,No Cattle Holdings,6966
Dire Dawa,2019,No Cattle Holdings,17671
Dire Dawa,2020,No Cattle Holdings,16811
Gambela,2003,No Cattle Holdings,0
Gambela,2004,No Cattle Holdings,0
Gambela,2005,No Cattle Holdings,0
Gambela,2006,No Cattle Holdings,0
Gambela,2007,No Cattle Holdings,15460
Gambela,2008,No Cattle Holdings,18978
Gambela,2009,No Cattle Holdings,18561
Gambela,2010,No Cattle Holdings,20321
Gambela,2011,No Cattle Holdings,22009
Gambela,2012,No Cattle Holdings,27182
Gambela,2013,No Cattle Holdings,33665
Gambela,2014,No Cattle Holdings,34299
Gambela,2015,No Cattle Holdings,40372
Gambela,2016,No Cattle Holdings,44811
Gambela,2017,No Cattle Holdings,40653
Gambela,2018,No Cattle Holdings,43659
Gambela,2019,No Cattle Holdings,26544
Gambela,2020,No Cattle Holdings,28015
Harari,2003,No Cattle Holdings,0
Harari,2004,No Cattle Holdings,3331
Harari,2005,No Cattle Holdings,3236
Harari,2006,No Cattle Holdings,3811
Harari,2007,No Cattle Holdings,3325
Harari,2008,No Cattle Holdings,3176
Harari,2009,No Cattle Holdings,3720
Harari,2010,No Cattle Holdings,3711
Harari,2011,No Cattle Holdings,4233
Harari,2012,No Cattle Holdings,4862
Harari,2013,No Cattle Holdings,5601
Harari,2014,No Cattle Holdings,5904
Harari,2015,No Cattle Holdings,5577
Harari,2016,No Cattle Holdings,6653
Harari,2017,No Cattle Holdings,8461
Harari,2018,No Cattle Holdings,13996
Harari,2019,No Cattle Holdings,22532
Harari,2020,No Cattle Holdings,22771
Oromoa,2003,No Cattle Holdings,0
Oromoa,2004,No Cattle Holdings,947728
Oromoa,2005,No Cattle Holdings,843568
Oromoa,2006,No Cattle Holdings,1075661
Oromoa,2007,No Cattle Holdings,1095558
Oromoa,2008,No Cattle Holdings,1123737
Oromoa,2009,No Cattle Holdings,1107579
Oromoa,2010,No Cattle Holdings,1136946
Oromoa,2011,No Cattle Holdings,1245454
Oromoa,2012,No Cattle Holdings,1284768
Oromoa,2013,No Cattle Holdings,1338738
Oromoa,2014,No Cattle Holdings,1355894
Oromoa,2015,No Cattle Holdings,1378568
Oromoa,2016,No Cattle Holdings,1328732
Oromoa,2017,No Cattle Holdings,1435448
Oromoa,2018,No Cattle Holdings,1395053
Oromoa,2019,No Cattle Holdings,1453436
Oromoa,2020,No Cattle Holdings,1453754
SNNPR,2003,No Cattle Holdings,0
SNNPR,2004,No Cattle Holdings,534153
SNNPR,2005,No Cattle Holdings,475181
SNNPR,2006,No Cattle Holdings,556992
SNNPR,2007,No Cattle Holdings,554255
SNNPR,2008,No Cattle Holdings,521461
SNNPR,2009,No Cattle Holdings,556468
SNNPR,2010,No Cattle Holdings,703767
SNNPR,2011,No Cattle Holdings,622270
SNNPR,2012,No Cattle Holdings,700187
SNNPR,2013,No Cattle Holdings,728847
SNNPR,2014,No Cattle Holdings,772980
SNNPR,2015,No Cattle Holdings,708022
SNNPR,2016,No Cattle Holdings,814418
SNNPR,2017,No Cattle Holdings,839871
SNNPR,2018,No Cattle Holdings,690469
SNNPR,2019,No Cattle Holdings,836908
SNNPR,2020,No Cattle Holdings,557933
Somali,2003,No Cattle Holdings,0
Somali,2004,No Cattle Holdings,21290
Somali,2005,No Cattle Holdings,22033
Somali,2006,No Cattle Holdings,22593
Somali,2007,No Cattle Holdings,47556
Somali,2008,No Cattle Holdings,48911
Somali,2009,No Cattle Holdings,48889
Somali,2010,No Cattle Holdings,40904
Somali,2011,No Cattle Holdings,41448
Somali,2012,No Cattle Holdings,49578
Somali,2013,No Cattle Holdings,55542
Somali,2014,No Cattle Holdings,48097
Somali,2015,No Cattle Holdings,42612
Somali,2016,No Cattle Holdings,43627
Somali,2017,No Cattle Holdings,62935
Somali,2018,No Cattle Holdings,63056
Somali,2019,No Cattle Holdings,283869
Somali,2020,No Cattle Holdings,294880
Tigray,2003,No Cattle Holdings,0
Tigray,2004,No Cattle Holdings,131678
Tigray,2005,No Cattle Holdings,110319
Tigray,2006,No Cattle Holdings,137316
Tigray,2007,No Cattle Holdings,171369
Tigray,2008,No Cattle Holdings,164653
Tigray,2009,No Cattle Holdings,191890
Tigray,2010,No Cattle Holdings,208102
Tigray,2011,No Cattle Holdings,216559
Tigray,2012,No Cattle Holdings,242532
Tigray,2013,No Cattle Holdings,268011
Tigray,2014,No Cattle Holdings,287353
Tigray,2015,No Cattle Holdings,287609
Tigray,2016,No Cattle Holdings,305569
Tigray,2017,No Cattle Holdings,442607
Tigray,2018,No Cattle Holdings,374023
Tigray,2019,No Cattle Holdings,378561
Tigray,2020,No Cattle Holdings,378562
Addis Ababa,2003,Head:1-2,0
Addis Ababa,2004,Head:1-2,1115
Addis Ababa,2005,Head:1-2,1188
Addis Ababa,2006,Head:1-2,1427
Addis Ababa,2007,Head:1-2,0
Addis Ababa,2008,Head:1-2,0
Addis Ababa,2009,Head:1-2,0
Addis Ababa,2010,Head:1-2,0
Addis Ababa,2011,Head:1-2,0
Addis Ababa,2012,Head:1-2,0
Addis Ababa,2013,Head:1-2,0
Addis Ababa,2014,Head:1-2,0
Addis Ababa,2015,Head:1-2,0
Addis Ababa,2016,Head:1-2,0
Addis Ababa,2017,Head:1-2,0
Addis Ababa,2018,Head:1-2,0
Addis Ababa,2019,Head:1-2,0
Addis Ababa,2020,Head:1-2,0
Afar,2003,Head:1-2,0
Afar,2004,Head:1-2,2984
Afar,2005,Head:1-2,3140
Afar,2006,Head:1-2,3509
Afar,2007,Head:1-2,3056
Afar,2008,Head:1-2,4561
Afar,2009,Head:1-2,3435
Afar,2010,Head:1-2,7197
Afar,2011,Head:1-2,7943
Afar,2012,Head:1-2,9706
Afar,2013,Head:1-2,21908
Afar,2014,Head:1-2,29204
Afar,2015,Head:1-2,21328
Afar,2016,Head:1-2,28358
Afar,2017,Head:1-2,20448
Afar,2018,Head:1-2,34824
Afar,2019,Head:1-2,22510
Afar,2020,Head:1-2,21446
Amhara,2003,Head:1-2,0
Amhara,2004,Head:1-2,967648
Amhara,2005,Head:1-2,928271
Amhara,2006,Head:1-2,966251
Amhara,2007,Head:1-2,1040203
Amhara,2008,Head:1-2,1212328
Amhara,2009,Head:1-2,1174560
Amhara,2010,Head:1-2,1257525
Amhara,2011,Head:1-2,1313755
Amhara,2012,Head:1-2,1279034
Amhara,2013,Head:1-2,1303423
Amhara,2014,Head:1-2,1387062
Amhara,2015,Head:1-2,1336886
Amhara,2016,Head:1-2,1414443
Amhara,2017,Head:1-2,1465628
Amhara,2018,Head:1-2,1360610
Amhara,2019,Head:1-2,1354050
Amhara,2020,Head:1-2,1404174
Benishangul Gumz,2003,Head:1-2,0
Benishangul Gumz,2004,Head:1-2,20078
Benishangul Gumz,2005,Head:1-2,18402
Benishangul Gumz,2006,Head:1-2,18514
Benishangul Gumz,2007,Head:1-2,22327
Benishangul Gumz,2008,Head:1-2,21600
Benishangul Gumz,2009,Head:1-2,20910
Benishangul Gumz,2010,Head:1-2,31718
Benishangul Gumz,2011,Head:1-2,34855
Benishangul Gumz,2012,Head:1-2,30945
Benishangul Gumz,2013,Head:1-2,34059
Benishangul Gumz,2014,Head:1-2,32028
Benishangul Gumz,2015,Head:1-2,32113
Benishangul Gumz,2016,Head:1-2,35222
Benishangul Gumz,2017,Head:1-2,41807
Benishangul Gumz,2018,Head:1-2,25888
Benishangul Gumz,2019,Head:1-2,22468
Benishangul Gumz,2020,Head:1-2,24346
Dire Dawa,2003,Head:1-2,0
Dire Dawa,2004,Head:1-2,7271
Dire Dawa,2005,Head:1-2,8220
Dire Dawa,2006,Head:1-2,8154
Dire Dawa,2007,Head:1-2,8990
Dire Dawa,2008,Head:1-2,8586
Dire Dawa,2009,Head:1-2,9580
Dire Dawa,2010,Head:1-2,10531
Dire Dawa,2011,Head:1-2,9973
Dire Dawa,2012,Head:1-2,11102
Dire Dawa,2013,Head:1-2,11406
Dire Dawa,2014,Head:1-2,10560
Dire Dawa,2015,Head:1-2,10525
Dire Dawa,2016,Head:1-2,12100
Dire Dawa,2017,Head:1-2,10927
Dire Dawa,2018,Head:1-2,11167
Dire Dawa,2019,Head:1-2,14742
Dire Dawa,2020,Head:1-2,14126
Gambela,2003,Head:1-2,0
Gambela,2004,Head:1-2,0
Gambela,2005,Head:1-2,0
Gambela,2006,Head:1-2,0
Gambela,2007,Head:1-2,6888
Gambela,2008,Head:1-2,5443
Gambela,2009,Head:1-2,5766
Gambela,2010,Head:1-2,6671
Gambela,2011,Head:1-2,5713
Gambela,2012,Head:1-2,7407
Gambela,2013,Head:1-2,8703
Gambela,2014,Head:1-2,7850
Gambela,2015,Head:1-2,8640
Gambela,2016,Head:1-2,10610
Gambela,2017,Head:1-2,9166
Gambela,2018,Head:1-2,7676
Gambela,2019,Head:1-2,6009
Gambela,2020,Head:1-2,5456
Harari,2003,Head:1-2,0
Harari,2004,Head:1-2,6864
Harari,2005,Head:1-2,6715
Harari,2006,Head:1-2,7662
Harari,2007,Head:1-2,7472
Harari,2008,Head:1-2,7800
Harari,2009,Head:1-2,7529
Harari,2010,Head:1-2,7514
Harari,2011,Head:1-2,8287
Harari,2012,Head:1-2,8631
Harari,2013,Head:1-2,9397
Harari,2014,Head:1-2,10024
Harari,2015,Head:1-2,9723
Harari,2016,Head:1-2,11695
Harari,2017,Head:1-2,11942
Harari,2018,Head:1-2,18189
Harari,2019,Head:1-2,18943
Harari,2020,Head:1-2,18730
Oromoa,2003,Head:1-2,0
Oromoa,2004,Head:1-2,1124642
Oromoa,2005,Head:1-2,1073594
Oromoa,2006,Head:1-2,1178688
Oromoa,2007,Head:1-2,1320568
Oromoa,2008,Head:1-2,1354561
Oromoa,2009,Head:1-2,1352977
Oromoa,2010,Head:1-2,1371806
Oromoa,2011,Head:1-2,1428167
Oromoa,2012,Head:1-2,1431801
Oromoa,2013,Head:1-2,1406447
Oromoa,2014,Head:1-2,1455720
Oromoa,2015,Head:1-2,1465806
Oromoa,2016,Head:1-2,1496862
Oromoa,2017,Head:1-2,1400994
Oromoa,2018,Head:1-2,1515298
Oromoa,2019,Head:1-2,1695665
Oromoa,2020,Head:1-2,1639878
SNNPR,2003,Head:1-2,0
SNNPR,2004,Head:1-2,775706
SNNPR,2005,Head:1-2,783898
SNNPR,2006,Head:1-2,870713
SNNPR,2007,Head:1-2,852789
SNNPR,2008,Head:1-2,942992
SNNPR,2009,Head:1-2,928872
SNNPR,2010,Head:1-2,1121183
SNNPR,2011,Head:1-2,110125
SNNPR,2012,Head:1-2,1130312
SNNPR,2013,Head:1-2,1140371
SNNPR,2014,Head:1-2,1105073
SNNPR,2015,Head:1-2,1094120
SNNPR,2016,Head:1-2,1085906
SNNPR,2017,Head:1-2,1147818
SNNPR,2018,Head:1-2,1067130
SNNPR,2019,Head:1-2,1318344
SNNPR,2020,Head:1-2,843636
Somali,2003,Head:1-2,0
Somali,2004,Head:1-2,23297
Somali,2005,Head:1-2,18712
Somali,2006,Head:1-2,19968
Somali,2007,Head:1-2,20452
Somali,2008,Head:1-2,23859
Somali,2009,Head:1-2,28021
Somali,2010,Head:1-2,20111
Somali,2011,Head:1-2,19372
Somali,2012,Head:1-2,25495
Somali,2013,Head:1-2,28104
Somali,2014,Head:1-2,23708
Somali,2015,Head:1-2,15214
Somali,2016,Head:1-2,24858
Somali,2017,Head:1-2,33626
Somali,2018,Head:1-2,33626
Somali,2019,Head:1-2,42226
Somali,2020,Head:1-2,28795
Tigray,2003,Head:1-2,0
Tigray,2004,Head:1-2,175686
Tigray,2005,Head:1-2,173943
Tigray,2006,Head:1-2,194140
Tigray,2007,Head:1-2,195313
Tigray,2008,Head:1-2,194228
Tigray,2009,Head:1-2,219771
Tigray,2010,Head:1-2,252918
Tigray,2011,Head:1-2,231391
Tigray,2012,Head:1-2,250750
Tigray,2013,Head:1-2,234526
Tigray,2014,Head:1-2,263330
Tigray,2015,Head:1-2,272536
Tigray,2016,Head:1-2,320406
Tigray,2017,Head:1-2,340153
Tigray,2018,Head:1-2,360142
Tigray,2019,Head:1-2,322217
Tigray,2020,Head:1-2,322217
Addis Ababa,2003,Head:3-4,0
Addis Ababa,2004,Head:3-4,931
Addis Ababa,2005,Head:3-4,1293
Addis Ababa,2006,Head:3-4,1128
Addis Ababa,2007,Head:3-4,0
Addis Ababa,2008,Head:3-4,0
Addis Ababa,2009,Head:3-4,0
Addis Ababa,2010,Head:3-4,0
Addis Ababa,2011,Head:3-4,0
Addis Ababa,2012,Head:3-4,0
Addis Ababa,2013,Head:3-4,0
Addis Ababa,2014,Head:3-4,0
Addis Ababa,2015,Head:3-4,0
Addis Ababa,2016,Head:3-4,0
Addis Ababa,2017,Head:3-4,0
Addis Ababa,2018,Head:3-4,0
Addis Ababa,2019,Head:3-4,0
Addis Ababa,2020,Head:3-4,0
Afar,2003,Head:3-4,0
Afar,2004,Head:3-4,2745
Afar,2005,Head:3-4,2414
Afar,2006,Head:3-4,3295
Afar,2007,Head:3-4,4672
Afar,2008,Head:3-4,4825
Afar,2009,Head:3-4,5115
Afar,2010,Head:3-4,9066
Afar,2011,Head:3-4,10296
Afar,2012,Head:3-4,11949
Afar,2013,Head:3-4,24004
Afar,2014,Head:3-4,32232
Afar,2015,Head:3-4,28441
Afar,2016,Head:3-4,29718
Afar,2017,Head:3-4,28131
Afar,2018,Head:3-4,45588
Afar,2019,Head:3-4,25007
Afar,2020,Head:3-4,28747
Amhara,2003,Head:3-4,0
Amhara,2004,Head:3-4,905366
Amhara,2005,Head:3-4,921924
Amhara,2006,Head:3-4,961885
Amhara,2007,Head:3-4,1043479
Amhara,2008,Head:3-4,1125073
Amhara,2009,Head:3-4,1201327
Amhara,2010,Head:3-4,1217355
Amhara,2011,Head:3-4,1212108
Amhara,2012,Head:3-4,1288004
Amhara,2013,Head:3-4,1297447
Amhara,2014,Head:3-4,1349692
Amhara,2015,Head:3-4,1396093
Amhara,2016,Head:3-4,1407428
Amhara,2017,Head:3-4,1457606
Amhara,2018,Head:3-4,1382612
Amhara,2019,Head:3-4,1375980
Amhara,2020,Head:3-4,1419561
Benishangul Gumz,2003,Head:3-4,0
Benishangul Gumz,2004,Head:3-4,13352
Benishangul Gumz,2005,Head:3-4,13282
Benishangul Gumz,2006,Head:3-4,13256
Benishangul Gumz,2007,Head:3-4,18278
Benishangul Gumz,2008,Head:3-4,17231
Benishangul Gumz,2009,Head:3-4,17292
Benishangul Gumz,2010,Head:3-4,20768
Benishangul Gumz,2011,Head:3-4,24399
Benishangul Gumz,2012,Head:3-4,22808
Benishangul Gumz,2013,Head:3-4,21757
Benishangul Gumz,2014,Head:3-4,26625
Benishangul Gumz,2015,Head:3-4,28422
Benishangul Gumz,2016,Head:3-4,28265
Benishangul Gumz,2017,Head:3-4,32678
Benishangul Gumz,2018,Head:3-4,23052
Benishangul Gumz,2019,Head:3-4,18269
Benishangul Gumz,2020,Head:3-4,24398
Dire Dawa,2003,Head:3-4,0
Dire Dawa,2004,Head:3-4,4357
Dire Dawa,2005,Head:3-4,3993
Dire Dawa,2006,Head:3-4,4310
Dire Dawa,2007,Head:3-4,5707
Dire Dawa,2008,Head:3-4,5557
Dire Dawa,2009,Head:3-4,5761
Dire Dawa,2010,Head:3-4,5172
Dire Dawa,2011,Head:3-4,6454
Dire Dawa,2012,Head:3-4,5606
Dire Dawa,2013,Head:3-4,5352
Dire Dawa,2014,Head:3-4,6638
Dire Dawa,2015,Head:3-4,6448
Dire Dawa,2016,Head:3-4,6971
Dire Dawa,2017,Head:3-4,6992
Dire Dawa,2018,Head:3-4,6226
Dire Dawa,2019,Head:3-4,8892
Dire Dawa,2020,Head:3-4,10135
Gambela,2003,Head:3-4,0
Gambela,2004,Head:3-4,0
Gambela,2005,Head:3-4,0
Gambela,2006,Head:3-4,0
Gambela,2007,Head:3-4,3959
Gambela,2008,Head:3-4,3745
Gambela,2009,Head:3-4,3758
Gambela,2010,Head:3-4,4132
Gambela,2011,Head:3-4,4216
Gambela,2012,Head:3-4,4892
Gambela,2013,Head:3-4,5073
Gambela,2014,Head:3-4,5172
Gambela,2015,Head:3-4,5493
Gambela,2016,Head:3-4,6058
Gambela,2017,Head:3-4,6739
Gambela,2018,Head:3-4,4104
Gambela,2019,Head:3-4,3553
Gambela,2020,Head:3-4,3998
Harari,2003,Head:3-4,0
Harari,2004,Head:3-4,3485
Harari,2005,Head:3-4,4145
Harari,2006,Head:3-4,3610
Harari,2007,Head:3-4,5372
Harari,2008,Head:3-4,5090
Harari,2009,Head:3-4,4964
Harari,2010,Head:3-4,6029
Harari,2011,Head:3-4,5954
Harari,2012,Head:3-4,7447
Harari,2013,Head:3-4,6357
Harari,2014,Head:3-4,6821
Harari,2015,Head:3-4,6706
Harari,2016,Head:3-4,7195
Harari,2017,Head:3-4,9143
Harari,2018,Head:3-4,8564
Harari,2019,Head:3-4,7775
Harari,2020,Head:3-4,10790
Oromoa,2003,Head:3-4,0
Oromoa,2004,Head:3-4,1009894
Oromoa,2005,Head:3-4,1069946
Oromoa,2006,Head:3-4,1148976
Oromoa,2007,Head:3-4,1202243
Oromoa,2008,Head:3-4,1337807
Oromoa,2009,Head:3-4,1332528
Oromoa,2010,Head:3-4,1352099
Oromoa,2011,Head:3-4,1326304
Oromoa,2012,Head:3-4,1335755
Oromoa,2013,Head:3-4,1384214
Oromoa,2014,Head:3-4,1368273
Oromoa,2015,Head:3-4,1418664
Oromoa,2016,Head:3-4,1433795
Oromoa,2017,Head:3-4,1381239
Oromoa,2018,Head:3-4,1525246
Oromoa,2019,Head:3-4,1527764
Oromoa,2020,Head:3-4,1587712
SNNPR,2003,Head:3-4,0
SNNPR,2004,Head:3-4,754776
SNNPR,2005,Head:3-4,769765
SNNPR,2006,Head:3-4,757688
SNNPR,2007,Head:3-4,827986
SNNPR,2008,Head:3-4,838350
SNNPR,2009,Head:3-4,854082
SNNPR,2010,Head:3-4,1021126
SNNPR,2011,Head:3-4,909233
SNNPR,2012,Head:3-4,971489
SNNPR,2013,Head:3-4,977711
SNNPR,2014,Head:3-4,979778
SNNPR,2015,Head:3-4,991311
SNNPR,2016,Head:3-4,1005784
SNNPR,2017,Head:3-4,1086103
SNNPR,2018,Head:3-4,965565
SNNPR,2019,Head:3-4,1083693
SNNPR,2020,Head:3-4,866449
Somali,2003,Head:3-4,0
Somali,2004,Head:3-4,23112
Somali,2005,Head:3-4,23619
Somali,2006,Head:3-4,25168
Somali,2007,Head:3-4,26860
Somali,2008,Head:3-4,24653
Somali,2009,Head:3-4,27371
Somali,2010,Head:3-4,20765
Somali,2011,Head:3-4,20836
Somali,2012,Head:3-4,25405
Somali,2013,Head:3-4,32279
Somali,2014,Head:3-4,26888
Somali,2015,Head:3-4,18896
Somali,2016,Head:3-4,28627
Somali,2017,Head:3-4,38878
Somali,2018,Head:3-4,38878
Somali,2019,Head:3-4,55803
Somali,2020,Head:3-4,47423
Tigray,2003,Head:3-4,0
Tigray,2004,Head:3-4,184978
Tigray,2005,Head:3-4,196675
Tigray,2006,Head:3-4,210762
Tigray,2007,Head:3-4,217989
Tigray,2008,Head:3-4,222723
Tigray,2009,Head:3-4,254041
Tigray,2010,Head:3-4,285159
Tigray,2011,Head:3-4,258585
Tigray,2012,Head:3-4,277005
Tigray,2013,Head:3-4,293800
Tigray,2014,Head:3-4,335260
Tigray,2015,Head:3-4,320141
Tigray,2016,Head:3-4,328560
Tigray,2017,Head:3-4,386559
Tigray,2018,Head:3-4,375034
Tigray,2019,Head:3-4,393112
Tigray,2020,Head:3-4,393112
Addis Ababa,2003,Head:5-9,0
Addis Ababa,2004,Head:5-9,1366
Addis Ababa,2005,Head:5-9,1610
Addis Ababa,2006,Head:5-9,1812
Addis Ababa,2007,Head:5-9,0
Addis Ababa,2008,Head:5-9,0
Addis Ababa,2009,Head:5-9,0
Addis Ababa,2010,Head:5-9,0
Addis Ababa,2011,Head:5-9,0
Addis Ababa,2012,Head:5-9,0
Addis Ababa,2013,Head:5-9,0
Addis Ababa,2014,Head:5-9,0
Addis Ababa,2015,Head:5-9,0
Addis Ababa,2016,Head:5-9,0
Addis Ababa,2017,Head:5-9,0
Addis Ababa,2018,Head:5-9,0
Addis Ababa,2019,Head:5-9,0
Addis Ababa,2020,Head:5-9,0
Afar,2003,Head:5-9,0
Afar,2004,Head:5-9,6427
Afar,2005,Head:5-9,4921
Afar,2006,Head:5-9,5572
Afar,2007,Head:5-9,8775
Afar,2008,Head:5-9,9328
Afar,2009,Head:5-9,7904
Afar,2010,Head:5-9,16314
Afar,2011,Head:5-9,21483
Afar,2012,Head:5-9,23576
Afar,2013,Head:5-9,43879
Afar,2014,Head:5-9,52270
Afar,2015,Head:5-9,46758
Afar,2016,Head:5-9,51254
Afar,2017,Head:5-9,37633
Afar,2018,Head:5-9,52960
Afar,2019,Head:5-9,51592
Afar,2020,Head:5-9,43211
Amhara,2003,Head:5-9,0
Amhara,2004,Head:5-9,626709
Amhara,2005,Head:5-9,671004
Amhara,2006,Head:5-9,697861
Amhara,2007,Head:5-9,762884
Amhara,2008,Head:5-9,783132
Amhara,2009,Head:5-9,774613
Amhara,2010,Head:5-9,812800
Amhara,2011,Head:5-9,833433
Amhara,2012,Head:5-9,877745
Amhara,2013,Head:5-9,914516
Amhara,2014,Head:5-9,953993
Amhara,2015,Head:5-9,992761
Amhara,2016,Head:5-9,1047654
Amhara,2017,Head:5-9,1067471
Amhara,2018,Head:5-9,1030235
Amhara,2019,Head:5-9,1068334
Amhara,2020,Head:5-9,1157039
Benishangul Gumz,2003,Head:5-9,0
Benishangul Gumz,2004,Head:5-9,15000
Benishangul Gumz,2005,Head:5-9,17070
Benishangul Gumz,2006,Head:5-9,16149
Benishangul Gumz,2007,Head:5-9,19403
Benishangul Gumz,2008,Head:5-9,20921
Benishangul Gumz,2009,Head:5-9,19633
Benishangul Gumz,2010,Head:5-9,22520
Benishangul Gumz,2011,Head:5-9,25325
Benishangul Gumz,2012,Head:5-9,27849
Benishangul Gumz,2013,Head:5-9,26266
Benishangul Gumz,2014,Head:5-9,30093
Benishangul Gumz,2015,Head:5-9,34742
Benishangul Gumz,2016,Head:5-9,32564
Benishangul Gumz,2017,Head:5-9,39820
Benishangul Gumz,2018,Head:5-9,30244
Benishangul Gumz,2019,Head:5-9,29901
Benishangul Gumz,2020,Head:5-9,25881
