year,region,species,population
2007,Dire Dawa,No Camels Holdings,21116
2008,Dire Dawa,No Camels Holdings,19274
2009,Dire Dawa,No Camels Holdings,19608
2010,Dire Dawa,No Camels Holdings,23135
2011,Dire Dawa,No Camels Holdings,20179
2012,Dire Dawa,No Camels Holdings,23262
2013,Dire Dawa,No Camels Holdings,22911
2014,Dire Dawa,No Camels Holdings,24693
2015,Dire Dawa,No Camels Holdings,24976
2016,Dire Dawa,No Camels Holdings,23451
2017,Dire Dawa,No Camels Holdings,27703
2018,Dire Dawa,No Camels Holdings,22665
2019,Dire Dawa,No Camels Holdings,38738
2020,Dire Dawa,No Camels Holdings,39939
2003,Gambela,No Camels Holdings,0
2004,Gambela,No Camels Holdings,0
2005,Gambela,No Camels Holdings,0
2006,Gambela,No Camels Holdings,0
2007,Gambela,No Camels Holdings,37314
2008,Gambela,No Camels Holdings,35076
2009,Gambela,No Camels Holdings,36027
2010,Gambela,No Camels Holdings,43153
2011,Gambela,No Camels Holdings,45477
2012,Gambela,No Camels Holdings,53877
2013,Gambela,No Camels Holdings,62804
2014,Gambela,No Camels Holdings,61463
2015,Gambela,No Camels Holdings,68888
2016,Gambela,No Camels Holdings,76910
2017,Gambela,No Camels Holdings,72008
2018,Gambela,No Camels Holdings,72334
2019,Gambela,No Camels Holdings,54454
2020,Gambela,No Camels Holdings,56253
2003,Harari,No Camels Holdings,0
2004,Harari,No Camels Holdings,14761
2005,Harari,No Camels Holdings,15391
2006,Harari,No Camels Holdings,16751
2007,Harari,No Camels Holdings,17943
2008,Harari,No Camels Holdings,18082
2009,Harari,No Camels Holdings,18198
2010,Harari,No Camels Holdings,20144
2011,Harari,No Camels Holdings,20217
2012,Harari,No Camels Holdings,22727
2013,Harari,No Camels Holdings,23901
2014,Harari,No Camels Holdings,25112
2015,Harari,No Camels Holdings,24924
2016,Harari,No Camels Holdings,28417
2017,Harari,No Camels Holdings,32734
2018,Harari,No Camels Holdings,42287
2019,Harari,No Camels Holdings,51277
2020,Harari,No Camels Holdings,55257
2003,Oromoa,No Camels Holdings,0
2004,Oromoa,No Camels Holdings,79925
2005,Oromoa,No Camels Holdings,77408
2006,Oromoa,No Camels Holdings,78206
2007,Oromoa,No Camels Holdings,147069
2008,Oromoa,No Camels Holdings,103329
2009,Oromoa,No Camels Holdings,110247
2010,Oromoa,No Camels Holdings,130042
2011,Oromoa,No Camels Holdings,83662
2012,Oromoa,No Camels Holdings,106710
2013,Oromoa,No Camels Holdings,122121
2014,Oromoa,No Camels Holdings,108896
2015,Oromoa,No Camels Holdings,84969
2016,Oromoa,No Camels Holdings,107404
2017,Oromoa,No Camels Holdings,140573
2018,Oromoa,No Camels Holdings,140694
2019,Oromoa,No Camels Holdings,287337
2020,Oromoa,No Camels Holdings,398115
2003,SNNPR,No Camels Holdings,0
2004,SNNPR,No Camels Holdings,2619001
2005,SNNPR,No Camels Holdings,2586040
2006,SNNPR,No Camels Holdings,2756517
2007,SNNPR,No Camels Holdings,2918902
2008,SNNPR,No Camels Holdings,2935274
2009,SNNPR,No Camels Holdings,2975433
2010,SNNPR,No Camels Holdings,3596058
2011,SNNPR,No Camels Holdings,334591
2012,SNNPR,No Camels Holdings,3481137
2013,SNNPR,No Camels Holdings,3564454
2014,SNNPR,No Camels Holdings,3609497
2015,SNNPR,No Camels Holdings,3467404
2016,SNNPR,No Camels Holdings,3642185
2017,SNNPR,No Camels Holdings,3927762
2018,SNNPR,No Camels Holdings,3431207
2019,SNNPR,No Camels Holdings,3967785
2020,SNNPR,No Camels Holdings,2916669
2003,Somali,No Camels Holdings,0
2004,Somali,No Camels Holdings,79925
2005,Somali,No Camels Holdings,77408
2006,Somali,No Camels Holdings,78206
2007,Somali,No Camels Holdings,147069
2008,Somali,No Camels Holdings,103329
2009,Somali,No Camels Holdings,110247
2010,Somali,No Camels Holdings,130042
2011,Somali,No Camels Holdings,83662
2012,Somali,No Camels Holdings,106710
2013,Somali,No Camels Holdings,122121
2014,Somali,No Camels Holdings,108896
2015,Somali,No Camels Holdings,84969
2016,Somali,No Camels Holdings,107404
2017,Somali,No Camels Holdings,140573
2018,Somali,No Camels Holdings,140694
2019,Somali,No Camels Holdings,287337
2020,Somali,No Camels Holdings,398115
2003,Tigray,No Camels Holdings,0
2004,Tigray,No Camels Holdings,693962
2005,Tigray,No Camels Holdings,671207
2006,Tigray,No Camels Holdings,744412
2007,Tigray,No Camels Holdings,831175
2008,Tigray,No Camels Holdings,811805
2009,Tigray,No Camels Holdings,885711
2010,Tigray,No Camels Holdings,998942
2011,Tigray,No Camels Holdings,955587
2012,Tigray,No Camels Holdings,1037687
2013,Tigray,No Camels Holdings,1100681
2014,Tigray,No Camels Holdings,1207867
2015,Tigray,No Camels Holdings,1195920
2016,Tigray,No Camels Holdings,1286512
2017,Tigray,No Camels Holdings,1479058
2018,Tigray,No Camels Holdings,1434398
2019,Tigray,No Camels Holdings,1439541
2020,Tigray,No Camels Holdings,1438952
2003,Addis Ababa,Head: 1-2,0
2004,Addis Ababa,Head: 1-2,0
2005,Addis Ababa,Head: 1-2,0
2006,Addis Ababa,Head: 1-2,0
2007,Addis Ababa,Head: 1-2,0
2008,Addis Ababa,Head: 1-2,0
2009,Addis Ababa,Head: 1-2,0
2010,Addis Ababa,Head: 1-2,0
2011,Addis Ababa,Head: 1-2,0
2012,Addis Ababa,Head: 1-2,0
2013,Addis Ababa,Head: 1-2,0
2014,Addis Ababa,Head: 1-2,0
2015,Addis Ababa,Head: 1-2,0
2016,Addis Ababa,Head: 1-2,0
2017,Addis Ababa,Head: 1-2,0
2018,Addis Ababa,Head: 1-2,0
2019,Addis Ababa,Head: 1-2,0
2020,Addis Ababa,Head: 1-2,0
2003,Afar,Head: 1-2,0
2004,Afar,Head: 1-2,4045
2005,Afar,Head: 1-2,4594
2006,Afar,Head: 1-2,3951
2007,Afar,Head: 1-2,26311
2008,Afar,Head: 1-2,8355
2009,Afar,Head: 1-2,6535
2010,Afar,Head: 1-2,56822
2011,Afar,Head: 1-2,16147
2012,Afar,Head: 1-2,17974
2013,Afar,Head: 1-2,35566
2014,Afar,Head: 1-2,35618
2015,Afar,Head: 1-2,38356
2016,Afar,Head: 1-2,36917
2017,Afar,Head: 1-2,22205
2018,Afar,Head: 1-2,73840
2019,Afar,Head: 1-2,65747
2020,Afar,Head: 1-2,57740
2003,Amhara,Head: 1-2,0
2004,Amhara,Head: 1-2,9464
2005,Amhara,Head: 1-2,6978
2006,Amhara,Head: 1-2,16763
2007,Amhara,Head: 1-2,3571476
2008,Amhara,Head: 1-2,29686
2009,Amhara,Head: 1-2,21610
2010,Amhara,Head: 1-2,4211846
2011,Amhara,Head: 1-2,37161
2012,Amhara,Head: 1-2,32230
2013,Amhara,Head: 1-2,42174
2014,Amhara,Head: 1-2,45868
2015,Amhara,Head: 1-2,43693
2016,Amhara,Head: 1-2,41540
2017,Amhara,Head: 1-2,88862
2018,Amhara,Head: 1-2,29144
2019,Amhara,Head: 1-2,41926
2020,Amhara,Head: 1-2,35708
2003,Benishangul Gumz,Head: 1-2,0
2004,Benishangul Gumz,Head: 1-2,0
2005,Benishangul Gumz,Head: 1-2,0
2006,Benishangul Gumz,Head: 1-2,0
2007,Benishangul Gumz,Head: 1-2,138392
2008,Benishangul Gumz,Head: 1-2,0
2009,Benishangul Gumz,Head: 1-2,0
2010,Benishangul Gumz,Head: 1-2,198824
2011,Benishangul Gumz,Head: 1-2,0
2012,Benishangul Gumz,Head: 1-2,0
2013,Benishangul Gumz,Head: 1-2,0
2014,Benishangul Gumz,Head: 1-2,0
2015,Benishangul Gumz,Head: 1-2,203
2016,Benishangul Gumz,Head: 1-2,0
2017,Benishangul Gumz,Head: 1-2,0
2018,Benishangul Gumz,Head: 1-2,0
2019,Benishangul Gumz,Head: 1-2,0
2020,Benishangul Gumz,Head: 1-2,0
2003,Dire Dawa,Head: 1-2,0
2004,Dire Dawa,Head: 1-2,2116
2005,Dire Dawa,Head: 1-2,2355
2006,Dire Dawa,Head: 1-2,1833
2007,Dire Dawa,Head: 1-2,18645
2008,Dire Dawa,Head: 1-2,2027
2009,Dire Dawa,Head: 1-2,2113
2010,Dire Dawa,Head: 1-2,20457
2011,Dire Dawa,Head: 1-2,2077
2012,Dire Dawa,Head: 1-2,2226
2013,Dire Dawa,Head: 1-2,2471
2014,Dire Dawa,Head: 1-2,2412
2015,Dire Dawa,Head: 1-2,1751
2016,Dire Dawa,Head: 1-2,3141
2017,Dire Dawa,Head: 1-2,3481
2018,Dire Dawa,Head: 1-2,3078
2019,Dire Dawa,Head: 1-2,3160
2020,Dire Dawa,Head: 1-2,3071
2003,Gambela,Head: 1-2,0
2004,Gambela,Head: 1-2,0
2005,Gambela,Head: 1-2,0
2006,Gambela,Head: 1-2,0
2007,Gambela,Head: 1-2,37314
2008,Gambela,Head: 1-2,0
2009,Gambela,Head: 1-2,0
2010,Gambela,Head: 1-2,43153
2011,Gambela,Head: 1-2,0
2012,Gambela,Head: 1-2,0
2013,Gambela,Head: 1-2,0
2014,Gambela,Head: 1-2,0
2015,Gambela,Head: 1-2,0
2016,Gambela,Head: 1-2,0
2017,Gambela,Head: 1-2,0
2018,Gambela,Head: 1-2,0
2019,Gambela,Head: 1-2,0
2020,Gambela,Head: 1-2,0
2003,Harari,Head: 1-2,0
2004,Harari,Head: 1-2,0
2005,Harari,Head: 1-2,120
2006,Harari,Head: 1-2,97
2007,Harari,Head: 1-2,17708
2008,Harari,Head: 1-2,74
2009,Harari,Head: 1-2,168
2010,Harari,Head: 1-2,19756
2011,Harari,Head: 1-2,279
2012,Harari,Head: 1-2,311
2013,Harari,Head: 1-2,273
2014,Harari,Head: 1-2,470
2015,Harari,Head: 1-2,290
2016,Harari,Head: 1-2,184
2017,Harari,Head: 1-2,321
2018,Harari,Head: 1-2,239
2019,Harari,Head: 1-2,0
2020,Harari,Head: 1-2,192
2003,Oromoa,Head: 1-2,0
2004,Oromoa,Head: 1-2,13129
2005,Oromoa,Head: 1-2,18021
2006,Oromoa,Head: 1-2,22511
2007,Oromoa,Head: 1-2,100076
2008,Oromoa,Head: 1-2,18078
2009,Oromoa,Head: 1-2,18029
2010,Oromoa,Head: 1-2,88073
2011,Oromoa,Head: 1-2,12161
2012,Oromoa,Head: 1-2,15628
2013,Oromoa,Head: 1-2,14245
2014,Oromoa,Head: 1-2,11611
2015,Oromoa,Head: 1-2,9444
2016,Oromoa,Head: 1-2,11992
2017,Oromoa,Head: 1-2,21174
2018,Oromoa,Head: 1-2,21174
2019,Oromoa,Head: 1-2,32304
2020,Oromoa,Head: 1-2,25699
2003,SNNPR,Head: 1-2,0
2004,SNNPR,Head: 1-2,0
2005,SNNPR,Head: 1-2,150
2006,SNNPR,Head: 1-2,0
2007,SNNPR,Head: 1-2,2918885
2008,SNNPR,Head: 1-2,98
2009,SNNPR,Head: 1-2,0
2010,SNNPR,Head: 1-2,3595707
2011,SNNPR,Head: 1-2,61
2012,SNNPR,Head: 1-2,0
2013,SNNPR,Head: 1-2,0
2014,SNNPR,Head: 1-2,900
2015,SNNPR,Head: 1-2,0
2016,SNNPR,Head: 1-2,524
2017,SNNPR,Head: 1-2,0
2018,SNNPR,Head: 1-2,0
2019,SNNPR,Head: 1-2,0
2020,SNNPR,Head: 1-2,0
2003,Somali,Head: 1-2,0
2004,Somali,Head: 1-2,13129
2005,Somali,Head: 1-2,18021
2006,Somali,Head: 1-2,22511
2007,Somali,Head: 1-2,100076
2008,Somali,Head: 1-2,18078
2009,Somali,Head: 1-2,18029
2010,Somali,Head: 1-2,88073
2011,Somali,Head: 1-2,12161
2012,Somali,Head: 1-2,15628
2013,Somali,Head: 1-2,14245
2014,Somali,Head: 1-2,11611
2015,Somali,Head: 1-2,9444
2016,Somali,Head: 1-2,11992
2017,Somali,Head: 1-2,21174
2018,Somali,Head: 1-2,21174
2019,Somali,Head: 1-2,32304
2020,Somali,Head: 1-2,25699
2003,Tigray,Head: 1-2,0
2004,Tigray,Head: 1-2,13260
2005,Tigray,Head: 1-2,14552
2006,Tigray,Head: 1-2,14598
2007,Tigray,Head: 1-2,812533
2008,Tigray,Head: 1-2,15906
2009,Tigray,Head: 1-2,17846
2010,Tigray,Head: 1-2,980542
2011,Tigray,Head: 1-2,19035
2012,Tigray,Head: 1-2,25184
2013,Tigray,Head: 1-2,27933
2014,Tigray,Head: 1-2,26189
2015,Tigray,Head: 1-2,36074
2016,Tigray,Head: 1-2,38271
2017,Tigray,Head: 1-2,31839
2018,Tigray,Head: 1-2,43579
2019,Tigray,Head: 1-2,39440
2020,Tigray,Head: 1-2,39440
2003,Addis Ababa,Head: 3-4,0
2004,Addis Ababa,Head: 3-4,0
2005,Addis Ababa,Head: 3-4,0
2006,Addis Ababa,Head: 3-4,0
2007,Addis Ababa,Head: 3-4,0
2008,Addis Ababa,Head: 3-4,0
2009,Addis Ababa,Head: 3-4,0
2010,Addis Ababa,Head: 3-4,0
2011,Addis Ababa,Head: 3-4,0
2012,Addis Ababa,Head: 3-4,0
2013,Addis Ababa,Head: 3-4,0
2014,Addis Ababa,Head: 3-4,0
2015,Addis Ababa,Head: 3-4,0
2016,Addis Ababa,Head: 3-4,0
2017,Addis Ababa,Head: 3-4,0
2018,Addis Ababa,Head: 3-4,0
2019,Addis Ababa,Head: 3-4,0
2020,Addis Ababa,Head: 3-4,0
2003,Afar,Head: 3-4,0
2004,Afar,Head: 3-4,1838
2005,Afar,Head: 3-4,1098
2006,Afar,Head: 3-4,1309
2007,Afar,Head: 3-4,6007
2008,Afar,Head: 3-4,2207
2009,Afar,Head: 3-4,2707
2010,Afar,Head: 3-4,13636
2011,Afar,Head: 3-4,4405
2012,Afar,Head: 3-4,5376
2013,Afar,Head: 3-4,13110
2014,Afar,Head: 3-4,8659
2015,Afar,Head: 3-4,10054
2016,Afar,Head: 3-4,15444
2017,Afar,Head: 3-4,12670
2018,Afar,Head: 3-4,33632
2019,Afar,Head: 3-4,23206
2020,Afar,Head: 3-4,24439
2003,Amhara,Head: 3-4,0
2004,Amhara,Head: 3-4,567
2005,Amhara,Head: 3-4,832
2006,Amhara,Head: 3-4,2345
2007,Amhara,Head: 3-4,25015
2008,Amhara,Head: 3-4,2362
2009,Amhara,Head: 3-4,1249
2010,Amhara,Head: 3-4,30563
2011,Amhara,Head: 3-4,2002
2012,Amhara,Head: 3-4,5209
2013,Amhara,Head: 3-4,1817
2014,Amhara,Head: 3-4,1780
2015,Amhara,Head: 3-4,2984
2016,Amhara,Head: 3-4,2778
2017,Amhara,Head: 3-4,4880
2018,Amhara,Head: 3-4,0
2019,Amhara,Head: 3-4,596
2020,Amhara,Head: 3-4,1865
2003,Benishangul Gumz,Head: 3-4,0
2004,Benishangul Gumz,Head: 3-4,0
2005,Benishangul Gumz,Head: 3-4,0
2006,Benishangul Gumz,Head: 3-4,0
2007,Benishangul Gumz,Head: 3-4,0
2008,Benishangul Gumz,Head: 3-4,0
2009,Benishangul Gumz,Head: 3-4,0
2010,Benishangul Gumz,Head: 3-4,0
2011,Benishangul Gumz,Head: 3-4,0
2012,Benishangul Gumz,Head: 3-4,0
2013,Benishangul Gumz,Head: 3-4,0
2014,Benishangul Gumz,Head: 3-4,0
2015,Benishangul Gumz,Head: 3-4,0
2016,Benishangul Gumz,Head: 3-4,0
2017,Benishangul Gumz,Head: 3-4,0
2018,Benishangul Gumz,Head: 3-4,0
2019,Benishangul Gumz,Head: 3-4,0
2020,Benishangul Gumz,Head: 3-4,0
2003,Dire Dawa,Head: 3-4,0
2004,Dire Dawa,Head: 3-4,358
2005,Dire Dawa,Head: 3-4,487
2006,Dire Dawa,Head: 3-4,456
2007,Dire Dawa,Head: 3-4,1944
2008,Dire Dawa,Head: 3-4,382
2009,Dire Dawa,Head: 3-4,740
2010,Dire Dawa,Head: 3-4,1833
2011,Dire Dawa,Head: 3-4,786
2012,Dire Dawa,Head: 3-4,597
2013,Dire Dawa,Head: 3-4,571
2014,Dire Dawa,Head: 3-4,428
2015,Dire Dawa,Head: 3-4,568
2016,Dire Dawa,Head: 3-4,595
2017,Dire Dawa,Head: 3-4,488
2018,Dire Dawa,Head: 3-4,426
2019,Dire Dawa,Head: 3-4,905
2020,Dire Dawa,Head: 3-4,808
2003,Gambela,Head: 3-4,0
2004,Gambela,Head: 3-4,0
2005,Gambela,Head: 3-4,0
2006,Gambela,Head: 3-4,0
2007,Gambela,Head: 3-4,0
2008,Gambela,Head: 3-4,0
2009,Gambela,Head: 3-4,0
2010,Gambela,Head: 3-4,0
2011,Gambela,Head: 3-4,0
2012,Gambela,Head: 3-4,0
2013,Gambela,Head: 3-4,0
2014,Gambela,Head: 3-4,0
2015,Gambela,Head: 3-4,0
2016,Gambela,Head: 3-4,0
2017,Gambela,Head: 3-4,0
2018,Gambela,Head: 3-4,0
2019,Gambela,Head: 3-4,0
2020,Gambela,Head: 3-4,0
2003,Harari,Head: 3-4,0
2004,Harari,Head: 3-4,0
2005,Harari,Head: 3-4,68
2006,Harari,Head: 3-4,72
2007,Harari,Head: 3-4,68
2008,Harari,Head: 3-4,20
2009,Harari,Head: 3-4,51
2010,Harari,Head: 3-4,234
2011,Harari,Head: 3-4,102
2012,Harari,Head: 3-4,97
2013,Harari,Head: 3-4,285
2014,Harari,Head: 3-4,314
2015,Harari,Head: 3-4,167
2016,Harari,Head: 3-4,326
2017,Harari,Head: 3-4,97
2018,Harari,Head: 3-4,67
2019,Harari,Head: 3-4,184
2020,Harari,Head: 3-4,0
2003,Oromoa,Head: 3-4,0
2004,Oromoa,Head: 3-4,3522
2005,Oromoa,Head: 3-4,4055
2006,Oromoa,Head: 3-4,4893
2007,Oromoa,Head: 3-4,16919
2008,Oromoa,Head: 3-4,6964
2009,Oromoa,Head: 3-4,9070
2010,Oromoa,Head: 3-4,13530
2011,Oromoa,Head: 3-4,6018
2012,Oromoa,Head: 3-4,5726
2013,Oromoa,Head: 3-4,9183
2014,Oromoa,Head: 3-4,6534
2015,Oromoa,Head: 3-4,5553
2016,Oromoa,Head: 3-4,7336
2017,Oromoa,Head: 3-4,8254
2018,Oromoa,Head: 3-4,8254
2019,Oromoa,Head: 3-4,35980
2020,Oromoa,Head: 3-4,24480
2003,SNNPR,Head: 3-4,0
2004,SNNPR,Head: 3-4,0
2005,SNNPR,Head: 3-4,394
2006,SNNPR,Head: 3-4,0
2007,SNNPR,Head: 3-4,0
2008,SNNPR,Head: 3-4,0
2009,SNNPR,Head: 3-4,0
2010,SNNPR,Head: 3-4,106
2011,SNNPR,Head: 3-4,61
2012,SNNPR,Head: 3-4,0
2013,SNNPR,Head: 3-4,0
2014,SNNPR,Head: 3-4,506
2015,SNNPR,Head: 3-4,0
2016,SNNPR,Head: 3-4,0
2017,SNNPR,Head: 3-4,0
2018,SNNPR,Head: 3-4,0
2019,SNNPR,Head: 3-4,0
2020,SNNPR,Head: 3-4,0
2003,Somali,Head: 3-4,0
2004,Somali,Head: 3-4,3522
2005,Somali,Head: 3-4,4055
2006,Somali,Head: 3-4,4893
2007,Somali,Head: 3-4,16919
2008,Somali,Head: 3-4,6964
2009,Somali,Head: 3-4,9070
2010,Somali,Head: 3-4,13530
2011,Somali,Head: 3-4,6018
2012,Somali,Head: 3-4,5726
2013,Somali,Head: 3-4,9183
2014,Somali,Head: 3-4,6534
2015,Somali,Head: 3-4,5553
2016,Somali,Head: 3-4,7336
2017,Somali,Head: 3-4,8254
2018,Somali,Head: 3-4,8254
2019,Somali,Head: 3-4,35980
2020,Somali,Head: 3-4,24480
2003,Tigray,Head: 3-4,0
2004,Tigray,Head: 3-4,2123
2005,Tigray,Head: 3-4,3135
2006,Tigray,Head: 3-4,2377
2007,Tigray,Head: 3-4,15994
2008,Tigray,Head: 3-4,2663
2009,Tigray,Head: 3-4,1624
2010,Tigray,Head: 3-4,14044
2011,Tigray,Head: 3-4,595
2012,Tigray,Head: 3-4,2864
2013,Tigray,Head: 3-4,1906
2014,Tigray,Head: 3-4,2499
2015,Tigray,Head: 3-4,2037
2016,Tigray,Head: 3-4,1183
2017,Tigray,Head: 3-4,1246
2018,Tigray,Head: 3-4,1122
2019,Tigray,Head: 3-4,897
2020,Tigray,Head: 3-4,897
2003,Addis Ababa,Head: 5-9,0
2004,Addis Ababa,Head: 5-9,0
2005,Addis Ababa,Head: 5-9,0
2006,Addis Ababa,Head: 5-9,0
2007,Addis Ababa,Head: 5-9,0
2008,Addis Ababa,Head: 5-9,0
2009,Addis Ababa,Head: 5-9,0
2010,Addis Ababa,Head: 5-9,0
2011,Addis Ababa,Head: 5-9,0
2012,Addis Ababa,Head: 5-9,0
2013,Addis Ababa,Head: 5-9,0
2014,Addis Ababa,Head: 5-9,0
2015,Addis Ababa,Head: 5-9,0
2016,Addis Ababa,Head: 5-9,0
2017,Addis Ababa,Head: 5-9,0
2018,Addis Ababa,Head: 5-9,0
2019,Addis Ababa,Head: 5-9,0
2020,Addis Ababa,Head: 5-9,0
2003,Afar,Head: 5-9,0
2004,Afar,Head: 5-9,2887
2005,Afar,Head: 5-9,1760
2006,Afar,Head: 5-9,2075
2007,Afar,Head: 5-9,2196
2008,Afar,Head: 5-9,3171
2009,Afar,Head: 5-9,3551
2010,Afar,Head: 5-9,4569
2011,Afar,Head: 5-9,8173
2012,Afar,Head: 5-9,6820
2013,Afar,Head: 5-9,12268
2014,Afar,Head: 5-9,10233
2015,Afar,Head: 5-9,13995
2016,Afar,Head: 5-9,17904
2017,Afar,Head: 5-9,17633
2018,Afar,Head: 5-9,47745
2019,Afar,Head: 5-9,34518
2020,Afar,Head: 5-9,34055
2003,Amhara,Head: 5-9,0
2004,Amhara,Head: 5-9,0
2005,Amhara,Head: 5-9,373
2006,Amhara,Head: 5-9,275
2007,Amhara,Head: 5-9,3452
2008,Amhara,Head: 5-9,422
2009,Amhara,Head: 5-9,814
2010,Amhara,Head: 5-9,2058
2011,Amhara,Head: 5-9,590
2012,Amhara,Head: 5-9,235
2013,Amhara,Head: 5-9,1255
2014,Amhara,Head: 5-9,549
2015,Amhara,Head: 5-9,0
2016,Amhara,Head: 5-9,2090
2017,Amhara,Head: 5-9,3917
2018,Amhara,Head: 5-9,0
2019,Amhara,Head: 5-9,0
2020,Amhara,Head: 5-9,0
2003,Benishangul Gumz,Head: 5-9,0
2004,Benishangul Gumz,Head: 5-9,0
2005,Benishangul Gumz,Head: 5-9,0
2006,Benishangul Gumz,Head: 5-9,0
2007,Benishangul Gumz,Head: 5-9,0
2008,Benishangul Gumz,Head: 5-9,0
2009,Benishangul Gumz,Head: 5-9,0
2010,Benishangul Gumz,Head: 5-9,0
2011,Benishangul Gumz,Head: 5-9,0
2012,Benishangul Gumz,Head: 5-9,0
2013,Benishangul Gumz,Head: 5-9,0
2014,Benishangul Gumz,Head: 5-9,128
2015,Benishangul Gumz,Head: 5-9,29
2016,Benishangul Gumz,Head: 5-9,0
2017,Benishangul Gumz,Head: 5-9,0
2018,Benishangul Gumz,Head: 5-9,0
2019,Benishangul Gumz,Head: 5-9,0
2020,Benishangul Gumz,Head: 5-9,0
2003,Dire Dawa,Head: 5-9,0
2004,Dire Dawa,Head: 5-9,160
2005,Dire Dawa,Head: 5-9,158
2006,Dire Dawa,Head: 5-9,376
2007,Dire Dawa,Head: 5-9,302
2008,Dire Dawa,Head: 5-9,264
2009,Dire Dawa,Head: 5-9,253
2010,Dire Dawa,Head: 5-9,521
2011,Dire Dawa,Head: 5-9,212
2012,Dire Dawa,Head: 5-9,123
2013,Dire Dawa,Head: 5-9,329
2014,Dire Dawa,Head: 5-9,342
2015,Dire Dawa,Head: 5-9,199
2016,Dire Dawa,Head: 5-9,164
2017,Dire Dawa,Head: 5-9,197
2018,Dire Dawa,Head: 5-9,221
2019,Dire Dawa,Head: 5-9,775
2020,Dire Dawa,Head: 5-9,572
2003,Gambela,Head: 5-9,0
2004,Gambela,Head: 5-9,0
2005,Gambela,Head: 5-9,0
2006,Gambela,Head: 5-9,0
2007,Gambela,Head: 5-9,0
2008,Gambela,Head: 5-9,0
2009,Gambela,Head: 5-9,0
2010,Gambela,Head: 5-9,0
2011,Gambela,Head: 5-9,0
2012,Gambela,Head: 5-9,0
2013,Gambela,Head: 5-9,0
2014,Gambela,Head: 5-9,0
2015,Gambela,Head: 5-9,0
2016,Gambela,Head: 5-9,0
2017,Gambela,Head: 5-9,0
2018,Gambela,Head: 5-9,0
2019,Gambela,Head: 5-9,0
2020,Gambela,Head: 5-9,0
2003,Harari,Head: 5-9,0
2004,Harari,Head: 5-9,0
2005,Harari,Head: 5-9,94
2006,Harari,Head: 5-9,72
2007,Harari,Head: 5-9,72
2008,Harari,Head: 5-9,46
2009,Harari,Head: 5-9,75
2010,Harari,Head: 5-9,0
2011,Harari,Head: 5-9,147
2012,Harari,Head: 5-9,55
2013,Harari,Head: 5-9,119
2014,Harari,Head: 5-9,190
2015,Harari,Head: 5-9,263
2016,Harari,Head: 5-9,165
2017,Harari,Head: 5-9,0
2018,Harari,Head: 5-9,69
2019,Harari,Head: 5-9,0
2020,Harari,Head: 5-9,285
2003,Oromoa,Head: 5-9,0
2004,Oromoa,Head: 5-9,3867
2005,Oromoa,Head: 5-9,4203
2006,Oromoa,Head: 5-9,6355
2007,Oromoa,Head: 5-9,8778
2008,Oromoa,Head: 5-9,10543
2009,Oromoa,Head: 5-9,8039
2010,Oromoa,Head: 5-9,7189
2011,Oromoa,Head: 5-9,8960
2012,Oromoa,Head: 5-9,8045
2013,Oromoa,Head: 5-9,9398
2014,Oromoa,Head: 5-9,8292
2015,Oromoa,Head: 5-9,5820
2016,Oromoa,Head: 5-9,10912
2017,Oromoa,Head: 5-9,9492
2018,Oromoa,Head: 5-9,9492
2019,Oromoa,Head: 5-9,63835
2020,Oromoa,Head: 5-9,40493
2003,SNNPR,Head: 5-9,0
2004,SNNPR,Head: 5-9,0
2005,SNNPR,Head: 5-9,0
2006,SNNPR,Head: 5-9,0
2007,SNNPR,Head: 5-9,0
2008,SNNPR,Head: 5-9,0
2009,SNNPR,Head: 5-9,0
2010,SNNPR,Head: 5-9,0
2011,SNNPR,Head: 5-9,0
2012,SNNPR,Head: 5-9,0
2013,SNNPR,Head: 5-9,0
2014,SNNPR,Head: 5-9,0
2015,SNNPR,Head: 5-9,272
2016,SNNPR,Head: 5-9,178
2017,SNNPR,Head: 5-9,0
2018,SNNPR,Head: 5-9,0
2019,SNNPR,Head: 5-9,0
2020,SNNPR,Head: 5-9,0
2003,Somali,Head: 5-9,0
2004,Somali,Head: 5-9,3867
2005,Somali,Head: 5-9,4203
2006,Somali,Head: 5-9,6355
2007,Somali,Head: 5-9,8778
2008,Somali,Head: 5-9,10543
2009,Somali,Head: 5-9,8039
2010,Somali,Head: 5-9,7189
2011,Somali,Head: 5-9,8960
2012,Somali,Head: 5-9,8045
2013,Somali,Head: 5-9,9398
2014,Somali,Head: 5-9,8292
2015,Somali,Head: 5-9,5820
2016,Somali,Head: 5-9,10912
2017,Somali,Head: 5-9,9492
2018,Somali,Head: 5-9,9492
2019,Somali,Head: 5-9,63835
2020,Somali,Head: 5-9,40493
2003,Tigray,Head: 5-9,0
2004,Tigray,Head: 5-9,0
2005,Tigray,Head: 5-9,662
2006,Tigray,Head: 5-9,1226
2007,Tigray,Head: 5-9,1028
2008,Tigray,Head: 5-9,672
2009,Tigray,Head: 5-9,1173
2010,Tigray,Head: 5-9,2903
2011,Tigray,Head: 5-9,1191
2012,Tigray,Head: 5-9,2280
2013,Tigray,Head: 5-9,2756
2014,Tigray,Head: 5-9,2906
2015,Tigray,Head: 5-9,2240
2016,Tigray,Head: 5-9,1254
2017,Tigray,Head: 5-9,578
2018,Tigray,Head: 5-9,278
2019,Tigray,Head: 5-9,247
2020,Tigray,Head: 5-9,247
